name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
Sharpies,Sharpies,https://aesthetics.fandom.com/wiki/Sharpies,"['Biker', 'Greaser', 'Mod', 'Rockers', 'Rockabilly', 'Preppy', 'Skinhead']",1960s-1970s,"Ultra-tight Connys (cardigans), high-waisted flared pants, mullets, platform shoes, tattoos, pierced ears, gang names, suburban territory",,"Rebellion, working-class identity, territorialism, bravado, anti-hippie sentiment, masculinity, self-expression through uniform",,1960.0,1970.0
Shibuya-Kei,Shibuya-Kei,https://aesthetics.fandom.com/wiki/Shibuya-Kei,"['City_Pop', 'Mod', 'Pop_Art', 'Shibuya_Punk', 'Space_Age', 'Sunshine_Pop', 'Twee', 'Y%C3%A9-y%C3%A9']",1990s,"1960s European fashion,modaesthetics,op art, retro-futurism, vinyl records,pop artgraphics","Bright, saturated colors (orange, yellow, pink, lime green), often with bold black and white patterns","Eclecticism, nostalgia, sophistication, cosmopolitanism, consumerism as curation",,1990.0,1990.0
Shibuya Punk,Shibuya_Punk,https://aesthetics.fandom.com/wiki/Shibuya_Punk,"['City_Pop', 'Cyberpop', 'Cyberpunk', 'Future_Funk', 'Gen_X_Soft_Club', '//cari.institute/aesthetics/graffiti-pop', 'Hip-Hop', 'Hyperpop', 'Punk', 'Shibuya-Kei', 'Skater', 'Superflat_Pop', 'Urbancore', 'UrBling', 'Y2K_Futurism']",Early 2000s,"Graffiti, street gangs, roller-skating, parkour, underground hip-hop/punk music, exploration of commercial areas and cities","Vibrant, contrasting colors","Individualism, anti-authority, anti-capitalism, freedom of expression","et Set Radio & Future, Dance Dance Revolution, Hover, Bomb Rush Cyberfunk, Butterflies, Lethal League, No Straight Roads, The World Ends With You, Air Gear, SK8 the Infinity, Splatoon, Sonic the Hedgehog",2000.0,2000.0
Shenxian-fu,Shenxian-fu,https://aesthetics.fandom.com/wiki/Shenxian-fu,[],2020s,,Contrasting red and blue,,,2020.0,2020.0
Shoe Diva,Shoe_Diva,https://aesthetics.fandom.com/wiki/Shoe_Diva,"['Curly_Girly', 'McBling', 'Parisian_Girly', 'Vectordelia']",Late 1990s,"Loopy illustrations, high-heeled shoes, shopping bags, cocktails, stylized female figures, Parisian iconography, frills and bows","Pink, yellow, green, white, blue, purple","Glamour, femininity, consumerism, urban lifestyle, playful indulgence",,1990.0,1990.0
Sigilkore,Sigilkore,https://aesthetics.fandom.com/wiki/Sigilkore,"['Cybersigilism', 'Drain', 'Glitchcore', 'HexD', 'Hyperpop', 'Krushclub', 'Trillwave', 'Witch_House', 'Xpiritualism']",Late 2010s,"Sigils, occult symbols, distorted anime/video game characters,glitter graphics, crosses, angelic and demonic imagery","Black, red, purple, white","Occultism, dark atmospheres, audio experimentation, digital maximalism",,2010.0,2010.0
Signalism,Signalism,https://aesthetics.fandom.com/wiki/Signalism,"['Dadaism', 'Modernism', 'Surrealism', 'Zenitism']",Late 1960s–1970s,"Scientific symbols, mathematical formulas, linguistic signs (letters, punctuation), arrows, celestial bodies, visual poetry, machine-like diagrams","Often black, white, and red","Experimentation, anti-traditionalism, synthesizing science and art, exploring language as a material, ""scientification"" of poetry",,1960.0,1970.0
Signalwave,Signalwave,https://aesthetics.fandom.com/wiki/Signalwave,"['Analog_Horror', 'Hauntology', 'Liminal_Space', 'Lo-fi_Art', 'Vaporwave']",Early 2010s,"Old TV/radio broadcasts, commercials, jingles, weather channels, station sign-offs, static, VHS distortion, channel surfing",,"Nostalgia, memory, liminality, media decay, mystery",,2010.0,2010.0
Silicon Dreams,Silicon_Dreams,https://aesthetics.fandom.com/wiki/Silicon_Dreams,"['Abstract_Tech', 'Cyberdelic', 'Cybercore', 'Demoscene', 'Dreamcore', 'Early_Cyber', 'Factory_Pomo', 'Frasurbane', 'Frutiger_Aero', 'Laser_Grid', 'Liminal_Space', 'Low_Poly', 'Memphis_Design', 'Memphis_Lite', 'Med-Tech_Visions', 'Metalheart', '//cari.institute/aesthetics/neoclassical-pomo', 'Seapunk', 'Slimepunk', 'Surrealism', 'Synthwave', 'Utopian_Scholastic', 'Vaporwave', 'Webcore', 'Weirdcore', 'Xpiritualism', 'Y2K_Futurism']",1970s (first came into prominence in the 1980s),"Early CGI Animation / art, surreal environments and 3D models",,,,1970.0,1980.0
Silkpunk,Silkpunk,https://aesthetics.fandom.com/wiki/Silkpunk,['Steampunk'],2010's,,"gold, bronze, red",,"andelion Dynasty series, Avatar the Last Airbender",2010.0,2010.0
Silver Age Comics,Silver_Age_Comics,https://aesthetics.fandom.com/wiki/Silver_Age_Comics,"['Pop_Art', 'Mid-Century_Modern', 'Raygun_Gothic', 'Retrofuturism']",Mid-1950s – Early 1970s,"Dynamic superheroes in action; scientific optimism; cosmic exploration; clear good vs. evil narratives; vibrant, flat colors; bold line art","Primary and secondary colors (red, blue, yellow, green), black, white","Heroism, moral clarity, imaginative escapism, scientific progress (often fantastical)","lassic Superman television series, Adam West's Batman television series, The Super Friends cartoons",1950.0,1970.0
Simpsonwave,Simpsonwave,https://aesthetics.fandom.com/wiki/Simpsonwave,"['Vaporwave', 'Lo-fi_Art', 'Glitch_Art', 'Emo_Rap', 'Sadboi']",Mid-2010s,"Clips from The Simpsons (classic era), VHS distortion, pastel/purple color grading, glitches, melancholic text, surrealism","Washed-out purples, pinks, and blues","Nostalgia, melancholy, surrealism, dreamy ennui, deconstruction",,2010.0,2010.0
Sinofuturism,Sinofuturism,https://aesthetics.fandom.com/wiki/Sinofuturism,"['Afrofuturism', 'Guochao', 'Indigenous_Futurisms', 'Neo-Chinese_Style', 'Silkpunk', 'Y3K']",2010s,"Infrastructure, space exploration, electronics, artificial intelligence, Chinese cities","Red, blue, beige, metallics","Cultural identity, reflection and prospect on modern technology,",he Three-Body Problem,2010.0,2010.0
Sizz,Sizz,https://aesthetics.fandom.com/wiki/Sizz,"['Cryptidcore', 'Expressionism', 'Film_Noir']",2010s,"Noise, artifacting, subtle deformation, abstracted realism","Black and white, high contrast","Composition, exploration, emotion",,2010.0,2010.0
Skate Punk,Skate_Punk,https://aesthetics.fandom.com/wiki/Skate_Punk,"['Grunge', 'Punk', 'Skater']",1980s,"Skateboarding, skate parks, DIY ethos, band logos, graffiti, worn-out skate shoes",,"Anti-establishment, rebellion, humor, high energy, camaraderie",,1980.0,1980.0
Skater,Skater,https://aesthetics.fandom.com/wiki/Skater,"['Alternative', 'Bro_Culture', 'Grunge', 'Hip-Hop', 'Graffiti_Pop', 'Nu-Metal', 'Olderbrothercore', 'Punk', 'Skate_Punk', 'Straight_Edge', 'Teenpunk']",1950s,"Skateboards, skate parks, graffiti, fisheye lenses, worn-out skate shoes",,"Creativity, individuality, freedom, risk-taking, perseverance, anti-establishment attitude",,1950.0,1950.0
Skeuomorphism,Skeuomorphism,https://aesthetics.fandom.com/wiki/Skeuomorphism,"['Abstract_Tech', 'Claymorphism', 'Corporate_Memphis', 'Dark_Aero', 'Flat_Design', 'Frutiger_Aero', 'Glassmorphism', 'Neumorphism', 'Old_Web', 'Superflat_Pop', 'Y2K_Futurism', 'Zen_Tranquility']",1980s-early 2010s,"Imitation of real worldobjects and textures, depth filled, glossy/shiny","Black, beige, grey, white, green",,,1980.0,2010.0
Skhothane,Skhothane,https://aesthetics.fandom.com/wiki/Skhothane,"['Chav', 'Swenkas']",Mid-2000s,"Conspicuous consumption, maximalism, brand display (Rossimoda, Carvela, Polo), ritualistic destruction (burning/trampling clothes, pouring expensive alcohol), dance battles, flash photography","Bright, clashing colors","Wealth display, self-assertion, defiance of adversity, respect from peers, instant celebrity, living for the present, protest against structural inequality","ohnnie Walker Blue Label whisky, KFC or Debonair's Pizza, Carvela Shoes",2000.0,2000.0
Skinhead,Skinhead,https://aesthetics.fandom.com/wiki/Skinhead,"['2_Tone', 'Mod', 'Punk', 'Reggae', 'Rude_Boy', 'Teddy_Boys']",1960s,"Shaved or closely cropped hair, Doc Martens boots, braces (suspenders), button-down shirts (Ben Sherman, Fred Perry), straight-leg jeans or trousers (Levi's 501, Sta-Prest), bomber jackets, Harrington jackets","Often solid, working-class colours: black, oxblood, navy, white, grey, sometimes with tartan or check patterns","Working-class identity, rebellion against counterculture, sometimes associated with territorialism and football subcultures; diverse political affiliations emerged later","usic (Ska, Reggae, Oi!), Film (Romper Stomper,American History X)",1960.0,1960.0
Slavic Doll,Slavic_Doll,https://aesthetics.fandom.com/wiki/Slavic_Doll,"['Brazilian_Bombshell', 'Coquette', 'Heroin_Chic', 'Waif', 'Winter_Bimbo', 'Y2K']",2000s (Initial Popularity)2020s (Resurgence),"High cheekbones, almond-shaped eyes, long blonde hair, delicate features, tall and slim physique, aloof expression, feminine clothing, fur, luxury brands","Muted tones, black, white, beige","Femininity, beauty, grace,elegance, aloofness",,2000.0,2020.0
Slavic Violence Tumblr,Slavic_Violence_Tumblr,https://aesthetics.fandom.com/wiki/Slavic_Violence_Tumblr,"['Bondage', 'Morute', 'Southern_Gothic', 'Soviet_Nostalgia']",Mid-2010s,"Paramilitary groups, gore,Bondage, weapons, drugs","Black, army green","Terrorism, appreciation of violence, Russian Orthodox Christianity",,2010.0,2010.0
Slimepunk,Slimepunk,https://aesthetics.fandom.com/wiki/Slimepunk,"['Acid_House', 'Cleancore', 'Y2K_Futurism', 'Goblincore', 'Icepunk', 'Mallgoth', 'Seapunk', 'Vaporwave']",2010s,"Radioactive/Biohazard symbols,Green glowing objects, Needles, Gas Masks, Rubber gloves, Mall Goth themes/clothing","Black,Green,Purple,Red","Environmental awareness, acceptance,DIYculture, fun","eenage Mutant Ninja Turtles, You Can't Do That On Television, Double Dare, lots of old-school Nickelodeon programming",2010.0,2010.0
Sloanie,Sloanie,https://aesthetics.fandom.com/wiki/Sloanie,"['Dark_Academia', 'Light_Academia', 'Old_Money', 'Preppy', 'British_Countryside']",Late 1970s–1980s,"Barbour jackets, Hunter wellington boots, tweed, pie-crust collars, pearls, Land Rovers, country sports (hunting, shooting)","Earthy and country tones (green, brown, navy), pastels (for blouses and jumpers)","English upper-class tradition, country life, understated wealth, social conservatism, ""the Season""",he Official Sloane Ranger Handbook (1982),1970.0,1980.0
Snackwave,Snackwave,https://aesthetics.fandom.com/wiki/Snackwave,"['Candycore', 'Galaxy_Print', 'Grocery_Girl_Fall', 'Internet_Awesomesauce', 'LOLcore', 'Maximalism']",Mid-2010s,"Pizza, burgers, ramen, junk food, fast food logos, snack patterns",,"Self-deprecation, maximalism, rejection of diet culture, humor",,2010.0,2010.0
Socialist Realism,Socialist_Realism,https://aesthetics.fandom.com/wiki/Socialist_Realism,"['Constructivism', 'Futurism', 'Heroic_Realism', 'Laborwave', 'Mexican_Muralism', 'Neue_Slowenische_Kunst', 'New_Partisans', 'Ostalgie', 'Realism', 'Sots_Art', 'Soviet_Nostalgia', 'Sovietwave', 'Totalitarian_Kitsch', 'Yugo-Nostalgia']",1920s-1980s,"Workers, peasants, soldiers, political leaders, industry, agriculture, heroic struggles, national symbols","Red, yellow, brown, muted tones","Communism, socialism, patriotism, heroism, the working class, revolutionary ideals, social progress",,1920.0,1980.0
Social Realism,Social_Realism,https://aesthetics.fandom.com/wiki/Social_Realism,"['Figuration_Narrative', 'Mexican_Muralism', 'Realism', 'Socialist_Realism']",1920s,"Workers, the urban poor, rural struggles, protest, industry, the common person","Muted tones, earthy colors, grays, blacks, whites","Social justice, labor rights, anti-fascism, equality, human dignity, solidarity","he Grapes of Wrath, Native Son, New Masses, Artists on the WPA",1920.0,1920.0
Soft Apocalypse,Soft_Apocalypse,https://aesthetics.fandom.com/wiki/Soft_Apocalypse,"['Avant_Apocalypse', 'Brutalism', 'Industrial_Decay', 'Post-Apocalyptic', 'Solarpunk']",nan,"Overgrown cities, nature","Green, grey, white, light brown","Hope, harmony with nature, anarchy, Nature taking it back.",,,
Soft Boy,Soft_Boy,https://aesthetics.fandom.com/wiki/Soft_Boy,"['Art_Hoe', 'E-Boy', 'Femboy', 'Hallyu', 'Kawaii', 'Skater', 'Soft_Girl', 'Soft_Grunge', 'VSCO_Girl']",Late 2010s,"Oversized tops (sweaters, t-shirts, hoodies, cardigans, overshirts), straight-leg/baggy pants, layered clothing, relaxed fit, vintage feel, artfully tousled hair (curtains, shaggy cuts, bangs), minimal/light facial hair, intellectual/artistic items","Muted tones (faded blue, yellow, dusty pink), earthy tones (brown, green, rust orange), soft pastels (lavender), neutral shades (beige, cream, gray)",,,2010.0,2010.0
Soft Colonial Wanderlust,Soft_Colonial_Wanderlust,https://aesthetics.fandom.com/wiki/Soft_Colonial_Wanderlust,"['Adventure_Pulp', 'Art_Nouveau', 'Chinoiserie', 'Dadaism', 'Dieselpunk', 'Gay_Nineties_Revival', 'Hipness_Purgatory', 'Hipster', 'Japonisme', 'Orientalism', 'Steampunk', 'Utopian_Scholastic', 'Vintage']",Late 1980's,"Vintage items, vintage illustrations of animals and nature, air balloons, carnival and boardwalks, mail art","Brown, muted colors. sepia","Vintage, journey, wonder, exploration, whimsical masculinity, irony, privileging of nature/ecology",ioshock Infinite,1980.0,1980.0
Soft Countriana,Soft_Countriana,https://aesthetics.fandom.com/wiki/Soft_Countriana,"['Americana', 'Barbiecore', 'Coquette', 'Cottagecore', 'Country', 'Danish_Pastel', 'Morute', 'Shabby_Chic']",Late 1970s,"Holding onto country life whilst elsewhere, femininity,  comfort, coziness",Pastels,,,1970.0,1970.0
Soft Girl,Soft_Girl,https://aesthetics.fandom.com/wiki/Soft_Girl,"['Babycore', 'Coquette', 'Delicate_Sweet', 'E-Girl', 'Hallyu', 'Kawaii', 'Korean_Cozy_Beige', 'Peach_Girl', 'Soft_Boy', 'VSCO_Girl', 'Y2K']",Late 2010s,"Pastel colors, exaggerated femininity, childlike accessories (hair clips, scrunchies, pearl/beaded necklaces, butterfly/teddy bear/flower motifs), pleated skirts, oversized hoodies, soft textures (fluffy cardigans), hearts, flowers, clouds, fruit, fluffy animals, milk cartons","Pastel pink, white, pastel cyan, lavender, baby blue, light yellow, cream",,,2010.0,2010.0
Soft Grunge,Soft_Grunge,https://aesthetics.fandom.com/wiki/Soft_Grunge,"['Brat_Summer', 'E-Boy', 'E-Girl', 'Grunge', 'Traumacore', 'Sadgirl', 'Pastel_Grunge', '2014_Tumblr', 'Vaporwave', 'Weeaboo', 'Minimalism', 'Indie_Sleaze', 'Health_Goth', 'Skater']",2010s,,"Black, white, grey, blue, green",,,2010.0,2010.0
Solarpunk,Solarpunk,https://aesthetics.fandom.com/wiki/Solarpunk,"['Afrofuturism', 'Art_Nouveau', 'Avant_Apocalypse', 'Biopunk', 'Cottagecore', 'Cyberprep', 'Cyberpunk', 'Frutiger_Aero', 'Frutiger_Eco', 'Lunarpunk', 'Technozen', 'Naturecore', 'Steampunk', 'Indigenous_Futurisms']",Coined c. 2000sGained prevalence in the 2010s.,"Stained glass solar panels, plant life, art noveau, cluttered visuals, African and Asian patterns.","Green, yellow, blue, white","Inclusion, community, environmental awareness, local businesses over corporations, renewable energy.",,2000.0,2010.0
Song Dynasty,Song_Dynasty,https://aesthetics.fandom.com/wiki/Song_Dynasty,[],10th century,"Monumental landscapes, the moon, plum blossoms, bird-and-flower, Ru kiln",Tianqingcyan,"Neo-Confucianism, simplicity, natural elegance, scholarly refinement",,900.0,1000.0
Sots Art,Sots_Art,https://aesthetics.fandom.com/wiki/Sots_Art,"['Pop_Art', 'Socialist_Realism', 'Camp', 'Dadaism']",1970s,"Soviet symbols (hammer and sickle, red star), portraits of leaders (Lenin, Stalin), propaganda slogans, juxtaposition with Western pop culture icons (Mickey Mouse, Coca-Cola)","Red, gold, black, and the idealized palette of Socialist Realism","Irony, parody, satire, critique of ideology, nonconformism, deconstruction of propaganda",,1970.0,1970.0
Southern Belle,Southern_Belle,https://aesthetics.fandom.com/wiki/Southern_Belle,"['Cottagecore', 'Old_Money', 'Preppy', 'Regency']",Antebellum Era (c. 1820s–1860s),"Hoop skirts, corsets, wide-brimmed hats, parasols, plantations, cotillion balls, magnolias","Often light pastels, white, floral prints","Hospitality, charm, propriety, traditional femininity, family honor, purity","one with the Wind, The Birth of a Nation, Jezebel",1820.0,1860.0
Southern French Gothic,Southern_French_Gothic,https://aesthetics.fandom.com/wiki/Southern_French_Gothic,"['Gothic', 'Medieval', 'Romanesque', 'Visigothic']",12th-14th centuries,"Barrel vaults, brickwork, fortified churches, austerity, single nave","Red, white, earth tones","Simplicity, defense, militarism, Catholicism",,1100.0,1400.0
Southern Gothic,Southern_Gothic,https://aesthetics.fandom.com/wiki/Southern_Gothic,"['After_Hours', 'Anglo_Gothic', 'Catholic_Horror', 'Goth', 'Gothic', 'Midwest_Gothic', 'New_England_Gothic', 'Preacher%27s_Daughter', 'Regional_Gothic', 'Southern_Belle', 'Suburban_Gothic', 'Goth', 'Trad_Goth', 'Deathrock', 'Cryptidcore', 'After_Hours', 'Anglo_Gothic', 'Midwest_Gothic', 'New_England_Gothic', 'Regional_Gothic', 'Suburban_Gothic', 'Goth', 'Trad_Goth', 'Deathrock', 'Cryptidcore']",19th Century,"Criticism of prejudice, decay, past vs. future","black, brown, green, red, white",,exas Chainsaw MassacreThe Walking Dead,1800.0,1900.0
Soviet Nostalgia,Soviet_Nostalgia,https://aesthetics.fandom.com/wiki/Soviet_Nostalgia,"['Communist_Chic', 'Grandparentcore', 'Ostalgie', 'PRL_Nostalgia', 'Socialist_Realism', 'Sovietwave', 'Yugo-Nostalgia']",Early 1990s (as cultural and commercial phenomenon),"Soviet Union, post-Soviet period, nostalgia for childhood, panel houses",,,,1990.0,1990.0
Sovietwave,Sovietwave,https://aesthetics.fandom.com/wiki/Sovietwave,"['Doomer', 'Heroic_Realism', 'Laborwave', 'Ostalgie', 'Socialist_Realism', 'Stalker', 'Synthwave', 'Vaporwave', 'Yugo-Nostalgia']",2010s,"Hammers and sickles, Soviet Futurism, Soviet nostalgia, space, the Cold War, the Red Army, Cosmonauts, panel houses","Red, white, yellow","Communism, Utopianism, Militarism, Patriotism, Red Nationalism, nostalgia",astern European New Wave,2010.0,2010.0
Space Age,Space_Age,https://aesthetics.fandom.com/wiki/Space_Age,"['Atompunk', 'Cassette_Futurism', 'Groovival', 'Mod', 'Mid-Century_Modern', 'Pop_Art', 'Raygun_Gothic', 'Retrofuturism', 'Rocketpunk', 'Shibuya-Kei', 'Y2K_Futurism']",1950s-1960s,"Rockets, satellites, planets, stars, astronauts, flying saucers, atomic symbols, streamlined shapes, parabolas, fins, geodesic domes, capsules, clean lines, futuristic vehicles","White, silver, chrome, bright primary colors (red, blue, yellow)","Optimism, technological progress, utopianism, scientific advancement, exploration, future orientation, modernity, convenience","he Jetsons, Star Trek (original series), 2001: A Space Odyssey, The Day the Earth Stood Still, It Came From Outer Space, Invasion of the Body Snatchers",1950.0,1960.0
Spacecore,Spacecore,https://aesthetics.fandom.com/wiki/Spacecore,"['Aliencore', 'Fantasy_Astronomy', 'Galaxy_Print', 'Signalwave', 'Uchuu_Kei']",2020s,"Stylized galaxies and nebulae, rainbow-colored planets, meteor showers/shooting stars, glowing star lights (decor), pink/purple celestial bodies, escapism through the cosmos, dreamlike floating imagery","Violet, indigo, electric blue, magenta, black (space backgrounds), iridescent silver/glitter","Escapism, wonder, fantasy, existential searching, individuality, dreaminess",,2020.0,2020.0
Space Cowgirl,Space_Cowgirl,https://aesthetics.fandom.com/wiki/Space_Cowgirl,"['Barbiecore', 'Buckle_Bunny', 'Country', 'Cuntry', 'Disco', 'Retrofuturism', 'Space_Age', 'Space_Western', 'Vintage_Americana', 'Western', 'Y2K']",2020s,"Cowboy hats, Western boots, holographic bodysuits,discoballs, mechanical bulls, cow print, neon colors, metallic sheen, iridescent materials, glitter, aliens, robots, outer space, sci-fi elements, feather boas, bubble pistols","Pink, orange, iridescent, glitter, neon colors, metallic","Nostalgia, optimism, joy, irreverence, surrealism, self-expression, inclusivity, dreamers mindset","on't Worry Darling (2022 film), The Jetsons, Fievel Goes West, True Romance (Alabama Whitman), Euphoria (Cassie Howard)",2020.0,2020.0
Space Western,Space_Western,https://aesthetics.fandom.com/wiki/Space_Western,"['Americana', 'Western', 'Cottagecore', 'Cassette_Futurism', 'Spacecore', 'Space_Cowgirl']",1930s,"Transhumanism, cowboys, frontiers, space, humanity's expansion","Depends on the variant, but mostly colors used in the Wild West era.","Freedom, survival, exploration, escape from monotony",owboy BebopOutlaw StarTrigunThe MandalorianOuter WildsBorderlands (video game saga),1930.0,1930.0
Spainwave,Spainwave,https://aesthetics.fandom.com/wiki/Spainwave,"['Vaporwave', 'Sovietwave', 'note-2', 'Synthwave']",2020s,"Nostalgic Spanish pop culture (TV, ads), political figures, regional iconography, historical references (Spanish Golden Age), Vaporwave/Synthwave editing styles",,"Nostalgia, irony, national/regional identity, social commentary, surrealism",,2020.0,2020.0
Spanish Golden Age,Spanish_Golden_Age,https://aesthetics.fandom.com/wiki/Spanish_Golden_Age,"['Baroque', 'Dutch_Golden_Age', 'Italian_Renaissance']",c. 1492 - 1681,"Catholic religious scenes (saints, martyrs, biblical narratives), royal portraiture, still lifes (bodegones), dramatic use of light and shadow (tenebrism), mythological subjects","Somber and dramatic palette with deep blacks, rich reds, earthy browns, and brilliant golds; strong contrasts of light and shadow","Catholic faith and piety, royal power (Habsburg prestige), honor, realism, dramatic intensity, humanism",,1492.0,1681.0
Sparkledog,Sparkledog,https://aesthetics.fandom.com/wiki/Sparkledog,"['2010s_Dark_Fandom', 'Hands_Up', 'Scene', 'Poster_Gal', 'Furry']",2000s,,"Rainbow, black",,,2000.0,2000.0
Spirited Lad,Spirited_Lad,https://aesthetics.fandom.com/wiki/Spirited_Lad,['Shamate'],2010s,,,,,2010.0,2010.0
Sportsbrut,Sportsbrut,https://aesthetics.fandom.com/wiki/Sportsbrut,"['Acid_Design', 'Cyberminimalism', 'Fitness_Splatter', 'Glitch_Art', 'Neubrutalism']",2010s,Large bold typography,,"Action, excitement, energy",,2010.0,2010.0
Sprezzatura,Sprezzatura,https://aesthetics.fandom.com/wiki/Sprezzatura,"['Bon_Chic_Bon_Genre', 'Corporate', 'Metrosexual', 'Old_Money']",16th Century,"Apparent effortlessness, concealed art, subtle imperfection, natural asymmetry, well-worn clothes, mixing casual and formal",,"Nonchalance, grace, dignity, authenticity, confidence, individuality, comfort",he Book of the Courtier (1528) by Baldassare Castiglione,1500.0,1600.0
Spring Aesthetic,Spring_Aesthetic,https://aesthetics.fandom.com/wiki/Spring_Aesthetic,"['Cottagecore', 'Easter', 'Mori_Kei', 'Naturecore', 'Saint_Patrick%27s_Day', 'Summer', 'Autumn', 'Winter']",The beginning of time,"budding flowers, baby animals","bright colours (similar to budding plants), light green, brown, pastels","renewal, nature, beauty in the natural world",,,
Spy Fiction,Spy_Fiction,https://aesthetics.fandom.com/wiki/Spy_Fiction,"['Film_Noir', 'Femme_Fatale', 'Golden_Age_of_Detective_Fiction']",19th century,,"black, silver, red",,ames BondMission: Impossible,1800.0,1900.0
Stargirl,Stargirl,https://aesthetics.fandom.com/wiki/Stargirl,"['Y2K', 'Cyber_Grunge', 'Krushclub', 'Rockstar_GF', 'XO']",2020s,"Y2K and Cyber Grunge motifs, luxury, stars, glitter","Grey, gold, red, black","Luxury, celebrity status",,2020.0,2020.0
Starrflesh,Starrflesh,https://aesthetics.fandom.com/wiki/Starrflesh,"['Icepunk', 'Horror', 'Mochette', 'Bastardcore', 'Fairy_Grunge', 'Dark_Fantasy', 'Winter_Aesthetic', 'Fantasy', 'Meatcore', 'Weirdcore', 'Dreamcore']",Early 2010s,"Animals, teeth, claws, ice, eyes, flesh, blood, water, scales, mermaids/sirens, fish, glass, body horror","White, icy blues, red, iridescent-colors, black, mint, light/dark green","Emptiness, coldness, surreality, horror, uncanniness, calmness, and/or rage",,2010.0,2010.0
Steampunk,Steampunk,https://aesthetics.fandom.com/wiki/Steampunk,"['Atompunk', 'Art_Nouveau', 'Clockpunk', 'Cyberpunk', 'Dark_Academia', 'Dark_Cabaret', 'Decopunk', 'Dieselpunk', 'Gothic', 'Lolita', 'New_Romantic', 'Post-Apocalyptic', 'Punk', 'Raygun_Gothic', 'Retrofuturism', 'Rococopunk', 'Romantic_Goth', 'Silkpunk', 'Victorian', 'Victorian_Goth']",1960s (aesthetic)1980s (term)2000s/2010s (popularization),"Victorianstyles, gears, clocks, screws, coils, boilers, cogs, springs, steam engines, brass, top hats, waistcoats, crinoline, goggles, pipes, tubes, wheels, dials","Bronze, brown, copper, golden, metallic","Craftsmanship, optimism, ingenuity, self-sufficiency, eclecticism",,1960.0,2010.0
Stickerbomb,Stickerbomb,https://aesthetics.fandom.com/wiki/Stickerbomb,"['Graffiti_Pop', 'Maximalism', 'Shibuya_Punk', 'Skater', 'Superflat_Pop', 'Urbancore', 'UrBling', 'Vectordelia']",2000s,"Dense overlapping stickers, JDM symbols (Shoshinsha mark, Rising Sun), corporate logo parodies, graffiti tags, vector characters","CMYK, black, white, high-contrast",,"eed for Speed: Underground, DJ Hero, The Amazing World of Gumball, Splatoon, Jet Set Radio",2000.0,2000.0
Stilyagi,Stilyagi,https://aesthetics.fandom.com/wiki/Stilyagi,"['Americana', 'Beatnik', 'Bikiniarze', 'Mid-Century_Modern', 'Pin-up', 'Rockabilly', 'Swingjugend', 'Teddy_Boy']",1940s,"Bright clothing, narrow trousers, wide-brimmed hats, tight skirts, puffed sleeves, pompadours, ducktails, bouffants, beehives",Bright colors,"Individuality, rebellion against conformity, Westernization",,1940.0,1940.0
St Ives School,St_Ives_School,https://aesthetics.fandom.com/wiki/St_Ives_School,"['Avant-garde', 'Constructivism', 'Dark_Nautical', 'Impressionism', 'Minimalism', 'Modernism', 'Nautical', 'Newlyn_School']",1920s (Early Origins)1940s-1960s,,"Blue, white, grey",,,1920.0,1960.0
Stonepunk,Stonepunk,https://aesthetics.fandom.com/wiki/Stonepunk,"['Forestpunk', 'Paleocore']",2000s,"Primitive technology, Tribal societies, Steampunk elements, Natural world, Exploration and discovery, Conflict and survival, Myth and legend, Innovation and ingenuity","Earthy tones, Rustic reds, Charcoal grey, Mustard yellow, Earthy blues",,,2000.0,2000.0
Straight Edge,Straight_Edge,https://aesthetics.fandom.com/wiki/Straight_Edge,"['Jock', 'Punk', 'Skater']",Early 1980s,"The ""X"" symbol, athletic apparel, band logos, clean-cut appearance, military-style haircuts",,"Abstinence (from alcohol, drugs, tobacco), self-control, clarity, rebellion against hedonism",,1980.0,1980.0
Streamline Moderne,Streamline_Moderne,https://aesthetics.fandom.com/wiki/Streamline_Moderne,"['Art_Deco', 'Dieselpunk', 'Decopunk', 'Factory_Pomo', 'Mid-Century_Modern', 'Raygun_Gothic']",1930s–1940s,"Curved corners, horizontal lines (""speed lines""), smooth and unadorned surfaces, glass block, chrome accents, porthole windows","Often white or pale earth tones, with accents of chrome and steel","Speed, efficiency, modernity, technology, motion, functionality",,1930.0,1940.0
Strega,Strega,https://aesthetics.fandom.com/wiki/Strega,"['Dark_Fantasy', 'Cottagecore', 'Cottagegore', 'Forestpunk', 'Goth', 'Goblincore', 'Gothic_Lolita', 'Mori_Kei', 'Romantic_Goth']",Mid-2010s,"Pentacles, layered clothing, flowing dresses, high boots, moon, sun, feathers, gender-neutral clothing","Black, dark gray, browns, earth tones (greens, reds, violets)",,,2010.0,2010.0
Studyblr,Studyblr,https://aesthetics.fandom.com/wiki/Studyblr,"['Art_Academia', 'Chaotic_Academia', 'Corporate', 'Dark_Academia', 'Light_Academia', 'Romantic_Academia', 'Science_Academia', 'Theatre_Academia']",2010s,,,,,2010.0,2010.0
